"33RES1","16-0000073",02/12/2016,"11272","_4RT1437RZ","1",02/12/2016,T,"12:27:37",02/12/2016 12:27:37
"33ENG2","16-0000074",02/16/2016,"11272","_4RU0YJFM1","2",02/16/2016,T,"02:45:32",02/16/2016 02:45:32
"33RES1","16-0000075",02/19/2016,"11272","_4RU0ZDEXI","1",02/19/2016,T,"04:14:46",02/19/2016 04:14:46
"33C-1","16-0000076",02/20/2016,"11272","_4RU103R7B","2",02/20/2016,T,"11:59:27",02/20/2016 11:59:27
"33RES1","16-0000077",02/22/2016,"11272","_4RU10P48S","1",02/22/2016,T,"14:09:00",02/22/2016 14:09:00
"33RES1","16-0000078",02/24/2016,"11272","_4RU117JJ7","1",02/24/2016,T,"22:30:54",02/24/2016 22:30:54
"33C-1","16-0000078",02/24/2016,"11272","_4RU11AARU","1",02/24/2016,T,"22:30:51",02/24/2016 22:30:51
"33ENG2","16-0000079",02/25/2016,"11272","_4RU13QAVK","1",02/25/2016,T,"04:57:44",02/25/2016 04:57:44
"33C-1","16-0000080",02/25/2016,"11272","_4RV10DIVO","1",02/25/2016,T,"20:52:53",02/25/2016 20:52:53
"33RES1","16-0000080",02/25/2016,"11272","_4RV10H58V","1",02/25/2016,T,"20:52:52",02/25/2016 20:52:52
"33C-1","16-0000081",02/27/2016,"11272","_4RZ11PQ1V","",02/27/2016,T,"10:47:30",02/27/2016 10:47:30
"33RES1","16-0000081",02/27/2016,"11272","_4RZ11S73T","1",02/27/2016,T,"10:42:49",02/27/2016 10:42:49
"33RES1","16-0000082",03/04/2016,"11272","_4S20X58PV","1",03/04/2016,T,"18:35:12",03/04/2016 18:35:12
"33ENG2","16-0000083",03/07/2016,"11272","_4S20XX37L","1",/  /,F,"",/  /       :  :
"33RES1","16-0000084",03/12/2016,"11272","_4S20YRC2B","1",03/13/2016,F,"00:05:25",03/13/2016 00:05:25
"33C-1","16-0000084",03/12/2016,"11272","_4S20YTWKM","1",03/13/2016,F,"00:05:23",03/13/2016 00:05:23
"33RES1","16-0000085",03/13/2016,"11272","_4S20ZE82O","1",03/13/2016,T,"13:58:56",03/13/2016 13:58:56
"33C-1","16-0000085",03/13/2016,"11272","_4S20ZHFEU","1",03/13/2016,T,"14:03:19",03/13/2016 14:03:19
"33RES1","16-0000086",03/21/2016,"11272","_4S210IO9T","1",03/21/2016,T,"12:32:57",03/21/2016 12:32:57
"33C-1","16-0000087",03/23/2016,"11272","_4S2114KE1","1",03/23/2016,T,"15:38:14",03/23/2016 15:38:14
"33RES1","16-0000087",03/23/2016,"11272","_4S21164ZS","1",03/23/2016,T,"15:41:00",03/23/2016 15:41:00
"33RES1","16-0000088",03/31/2016,"11272","_4S211QN36","1",03/31/2016,T,"04:23:12",03/31/2016 04:23:12
"33C-1","16-0000088",03/31/2016,"11272","_4S211TMBK","1",03/31/2016,T,"04:23:39",03/31/2016 04:23:39
"33ENG2","16-0000089",04/03/2016,"11272","_4S810HNF9","1",04/03/2016,T,"15:51:52",04/03/2016 15:51:52
"33RES1","16-0000090",04/04/2016,"11272","_4SL109732","1",04/04/2016,T,"14:42:49",04/04/2016 14:42:49
"33RES1","16-0000091",04/07/2016,"11272","_4SL119TD3","1",04/07/2016,T,"23:12:19",04/07/2016 23:12:19
"33ENG2","16-0000091",04/07/2016,"11272","_4SL11F467","1",04/07/2016,T,"23:14:51",04/07/2016 23:14:51
"33RES1","16-0000092",04/08/2016,"11272","_4T614FKYU","1",04/08/2016,T,"01:05:29",04/08/2016 01:05:29
"33RES1","16-0000093",04/13/2016,"11272","_4T80XUNKB","1",04/13/2016,T,"07:05:52",04/13/2016 07:05:52
"33RES1","16-0000094",04/16/2016,"11272","_4TG0XWP8O","1",04/16/2016,T,"19:49:29",04/16/2016 19:49:29
"33ENG2","16-0000094",04/16/2016,"11272","_4TG0Y24CU","1",04/16/2016,T,"19:49:23",04/16/2016 19:49:23
"33RES1","16-0000095",04/17/2016,"11272","_4TG1166V8","1",04/17/2016,T,"10:52:20",04/17/2016 10:52:20
"33C-1","16-0000095",04/17/2016,"11272","_4TG11AIBG","1",04/17/2016,T,"10:52:48",04/17/2016 10:52:48
"33ENG2","16-0000096",04/19/2016,"11272","_4TG1266O3","1",04/19/2016,T,"02:34:31",04/19/2016 02:34:31
"33RES1","16-0000097",04/19/2016,"11272","_4TY12RGVM","1",04/19/2016,T,"13:13:58",04/19/2016 13:13:58
"33BRU1","16-0000098",04/21/2016,"11272","_4UD10N8K2","1",04/21/2016,T,"13:33:46",04/21/2016 13:33:46
"33C-1","16-0000098",04/21/2016,"11272","_4UD10ZQV9","1",04/21/2016,T,"13:15:46",04/21/2016 13:15:46
"33RES1","16-0000099",04/23/2016,"11272","_4UD13LPJ2","1",04/23/2016,T,"10:09:29",04/23/2016 10:09:29
"33ENG2","16-0000100",05/05/2016,"11272","_4UL11YHKC","1",05/05/2016,T,"13:02:50",05/05/2016 13:02:50
"33C-1","16-0000101",05/06/2016,"11272","_4UL13VRUZ","2",05/06/2016,T,"11:49:12",05/06/2016 11:49:12
"33ENG2","16-0000102",05/14/2016,"11272","_4VB0MZJ1L","1",05/14/2016,T,"01:38:11",05/14/2016 01:38:11
"33RES1","16-0000103",05/20/2016,"11272","_4VB0NOOS9","",05/20/2016,T,"02:22:20",05/20/2016 02:22:20
